exchange,symbol,timestamp,local_timestamp,ask_amount,ask_price,bid_price,bid_amount
hyperliquid,@166,1754006461775000,1754006462059148,559,0.99962,0.99934,15007.87
hyperliquid,@166,1754006462855000,1754006463199093,559,0.99962,0.99935,15007.87
hyperliquid,@166,1754006463846000,1754006464157441,7383.92,0.99961,0.99935,15107.87
hyperliquid,@166,1754006464374000,1754006464711169,7383.92,0.99961,0.99935,15007.87
hyperliquid,@166,1754006464933000,1754006465371298,7583.92,0.9996,0.99935,15007.87
hyperliquid,@166,1754006475486000,1754006475917094,7583.92,0.9996,0.99935,12966.57
hyperliquid,@166,1754006476077000,1754006476353378,7583.92,0.9996,0.99935,12945.78
hyperliquid,@166,1754006476678000,1754006477034166,7583.92,0.9996,0.99935,9680.59
hyperliquid,@166,1754006477192000,1754006477433419,7583.92,0.9996,0.99935,7363.06
hyperliquid,@166,1754006477752000,1754006478007890,7583.92,0.9996,0.99935,5191.93
hyperliquid,@166,1754006506339000,1754006506543210,7583.92,0.9996,0.99935,5171.14
hyperliquid,@166,1754006536528000,1754006536725092,7583.92,0.9996,0.99935,5150.35
hyperliquid,@166,1754006566223000,1754006566507143,7583.92,0.9996,0.99935,5129.56
hyperliquid,@166,1754006589076000,1754006589456800,7583.92,0.9996,0.99935,3088.33
hyperliquid,@166,1754006596045000,1754006596278560,7583.92,0.9996,0.99935,3067.54
hyperliquid,@166,1754006607515000,1754006607782207,5505.96,0.9996,0.99935,3067.54
hyperliquid,@166,1754006626080000,1754006626424305,5505.96,0.9996,0.99935,3046.75
hyperliquid,@166,1754006640191000,1754006640406545,5375.88,0.9996,0.99935,3046.75
hyperliquid,@166,1754006654495000,1754006654654606,5375.88,0.9996,0.99935,3031.75
hyperliquid,@166,1754006656103000,1754006656355209,5375.88,0.9996,0.99935,3010.96
hyperliquid,@166,1754006663246000,1754006663536813,5375.88,0.9996,0.99935,2995.96
hyperliquid,@166,1754006666548000,1754006666706929,5375.88,0.9996,0.99935,614.21
hyperliquid,@166,1754006667146000,1754006667475000,5375.88,0.9996,0.99935,524.57
hyperliquid,@166,1754006669382000,1754006669580403,5375.88,0.9996,0.99935,509.57
hyperliquid,@166,1754006672159000,1754006672360645,5375.88,0.9996,0.99935,494.57
hyperliquid,@166,1754006686543000,1754006686730314,5375.88,0.9996,0.99935,473.78
hyperliquid,@166,1754006687089000,1754006687383487,5375.88,0.9996,0.9993,15095.84
hyperliquid,@166,1754006687671000,1754006687980893,5375.88,0.9996,0.9993,14295.84
hyperliquid,@166,1754006688275000,1754006688646731,5734.88,0.9996,0.9993,14654.84
hyperliquid,@166,1754006689873000,1754006690063824,5734.88,0.9996,0.9993,14246.86
hyperliquid,@166,1754006690398000,1754006690684883,5734.88,0.9996,0.9993,14206.03
hyperliquid,@166,1754006691494000,1754006691801352,5734.88,0.9996,0.9993,8474.41
hyperliquid,@166,1754006693063000,1754006693383839,5734.88,0.9996,0.9993,8433.59
hyperliquid,@166,1754006693581000,1754006693921526,5734.88,0.9996,0.9993,8344.37
hyperliquid,@166,1754006696251000,1754006696547093,5734.88,0.9996,0.9993,8303.57
hyperliquid,@166,1754006701710000,1754006702041401,5734.88,0.9996,0.99945,254.13
hyperliquid,@166,1754006702262000,1754006702491583,5734.88,0.9996,0.9993,7812.3
hyperliquid,@166,1754006707348000,1754006707745777,5635.35,0.9996,0.9993,7812.3
hyperliquid,@166,1754006708348000,1754006708799001,5323.22,0.9996,0.9993,7812.3
hyperliquid,@166,1754006716106000,1754006716432382,5323.22,0.9996,0.9993,7791.51
hyperliquid,@166,1754006719856000,1754006720081446,11573.22,0.9996,0.9993,7791.51
hyperliquid,@166,1754006720532000,1754006720771442,6250,0.99955,0.9993,7791.51
hyperliquid,@166,1754006721067000,1754006721478255,6450,0.99955,0.9993,7791.51
hyperliquid,@166,1754006721601000,1754006721830716,28857.53,0.99954,0.9993,7791.51
hyperliquid,@166,1754006722182000,1754006722493067,29057.53,0.99954,0.9993,7791.51
hyperliquid,@166,1754006742278000,1754006742568687,29057.53,0.99954,0.9993,5751.18
hyperliquid,@166,1754006744970000,1754006745160417,28604.99,0.99954,0.9993,5751.18
hyperliquid,@166,1754006746059000,1754006746231535,28604.99,0.99954,0.9993,5730.39
hyperliquid,@166,1754006749302000,1754006749532917,28193.46,0.99954,0.9993,5730.39
hyperliquid,@166,1754006776324000,1754006776579156,28193.46,0.99954,0.9993,5709.6
hyperliquid,@166,1754006781430000,1754006781665686,27338.41,0.99954,0.9993,5709.6
hyperliquid,@166,1754006792279000,1754006792523352,27338.41,0.99954,0.9993,5580.72
hyperliquid,@166,1754006802554000,1754006802783715,26926.91,0.99954,0.9993,5580.72
hyperliquid,@166,1754006806247000,1754006806547204,26926.91,0.99954,0.9993,5559.93
hyperliquid,@166,1754006833826000,1754006834002466,26926.91,0.99954,0.9993,564.14
hyperliquid,@166,1754006834382000,1754006834712446,26926.91,0.99954,0.99928,722.73
hyperliquid,@166,1754006834897000,1754006835074133,26926.91,0.99954,0.99927,359
hyperliquid,@166,1754006835406000,1754006835603690,26926.91,0.99954,0.99928,15008.93
hyperliquid,@166,1754006835945000,1754006836228083,26926.91,0.99954,0.99929,15108.93
hyperliquid,@166,1754006836448000,1754006836694321,26926.91,0.99954,0.99929,14988.14
hyperliquid,@166,1754006848068000,1754006848420650,26906.46,0.99954,0.99929,14988.14
hyperliquid,@166,1754006859578000,1754006860077167,26906.46,0.99954,0.99929,7694.36
hyperliquid,@166,1754006860086000,1754006860386289,26906.46,0.99954,0.99929,5650.34
hyperliquid,@166,1754006866679000,1754006867355767,26906.46,0.99954,0.99929,5629.55
hyperliquid,@166,1754006872168000,1754006872454467,26906.46,0.99954,0.99929,3585.92
hyperliquid,@166,1754006877157000,1754006877433082,26906.46,0.99954,0.99929,2768.67
hyperliquid,@166,1754006877673000,1754006877862456,26906.46,0.99954,0.99929,725.49
hyperliquid,@166,1754006878247000,1754006878442176,26906.46,0.99954,0.99926,16804.56
hyperliquid,@166,1754006878785000,1754006878980931,26906.46,0.99954,0.99926,16004.56
hyperliquid,@166,1754006879883000,1754006880255128,26906.46,0.99954,0.99926,16363.56
hyperliquid,@166,1754006884238000,1754006884563508,26906.46,0.99954,0.99926,11870.04
hyperliquid,@166,1754006894766000,1754006895090439,26906.46,0.99954,0.99926,9419.42
hyperliquid,@166,1754006895868000,1754006896199366,19493.92,0.99954,0.99926,9419.42
hyperliquid,@166,1754006896483000,1754006896828296,9610.74,0.99954,0.99926,9398.63
hyperliquid,@166,1754006897089000,1754006897292339,3236.47,0.99955,0.99926,9398.63
hyperliquid,@166,1754006898084000,1754006898447602,6202.54,0.99965,0.99926,9398.63
hyperliquid,@166,1754006898611000,1754006898821549,4097.43,0.99965,0.99926,9398.63
hyperliquid,@166,1754006899641000,1754006899812093,359,0.9996,0.99931,359
hyperliquid,@166,1754006900226000,1754006900485545,359,0.9996,0.99931,459
hyperliquid,@166,1754006911616000,1754006911890292,338.54,0.9996,0.99931,459
hyperliquid,@166,1754006914802000,1754006915015922,338.54,0.9996,0.99926,8371.75
hyperliquid,@166,1754006915326000,1754006915648411,338.54,0.9996,0.99926,7571.75
hyperliquid,@166,1754006916607000,1754006916965012,359,0.99958,0.99928,359
hyperliquid,@166,1754006917143000,1754006917572221,359,0.99958,0.99928,459
hyperliquid,@166,1754006918253000,1754006918587352,359,0.99958,0.99926,5464.87
hyperliquid,@166,1754006921163000,1754006921518646,359,0.99958,0.99926,352.06
hyperliquid,@166,1754006921701000,1754006921910019,2890.97,0.99977,0.99926,352.06
hyperliquid,@166,1754006922277000,1754006922769193,359,0.99957,0.99927,359
hyperliquid,@166,1754006923369000,1754006923554142,359,0.99957,0.99927,459
hyperliquid,@166,1754006926212000,1754006926506943,359,0.99957,0.99927,438.21
hyperliquid,@166,1754006936934000,1754006937142320,17217.85,0.99956,0.99927,438.21
hyperliquid,@166,1754006937460000,1754006937693504,17317.85,0.99956,0.99927,438.21
hyperliquid,@166,1754006939074000,1754006939369951,17676.85,0.99956,0.99927,438.21
hyperliquid,@166,1754006956475000,1754006956776203,17676.85,0.99956,0.99927,417.42
hyperliquid,@166,1754006957538000,1754006957698072,17676.85,0.99956,0.9993,18750
hyperliquid,@166,1754006958073000,1754006958330465,17676.85,0.99956,0.99935,22500
hyperliquid,@166,1754006958627000,1754006958877128,17676.85,0.99956,0.99935,22600
hyperliquid,@166,1754006959175000,1754006959397327,17676.85,0.99956,0.99936,4100
hyperliquid,@166,1754006975012000,1754006975309576,17676.85,0.99956,0.99935,19659.08
hyperliquid,@166,1754006986096000,1754006986391847,17676.85,0.99956,0.99935,19638.29
hyperliquid,@166,1754006991118000,1754006991376099,17676.85,0.99956,0.99935,11873.69
hyperliquid,@166,1754007016296000,1754007016697684,17676.85,0.99956,0.99935,11852.9
hyperliquid,@166,1754007023450000,1754007023792021,17676.85,0.99956,0.99935,8992.99
hyperliquid,@166,1754007026432000,1754007026768218,17676.85,0.99956,0.99935,6542
hyperliquid,@166,1754007026867000,1754007027110545,17676.85,0.99956,0.99935,825.04
hyperliquid,@166,1754007027904000,1754007028110726,17676.85,0.99956,0.99934,3317.95
hyperliquid,@166,1754007033979000,1754007034342160,17676.85,0.99956,0.99934,461.09
hyperliquid,@166,1754007034520000,1754007034914954,17676.85,0.99956,0.99933,4712.38
hyperliquid,@166,1754007035602000,1754007035910872,17676.85,0.99956,0.99934,100
hyperliquid,@166,1754007036269000,1754007036737463,17676.85,0.99956,0.99932,3083.17
hyperliquid,@166,1754007036782000,1754007037130796,17676.85,0.99956,0.9993,19063.71
hyperliquid,@166,1754007038362000,1754007038635693,17676.85,0.99956,0.9993,18247.58
hyperliquid,@166,1754007038866000,1754007039093693,17676.85,0.99956,0.9993,6691.61
hyperliquid,@166,1754007042956000,1754007043311014,17676.85,0.99956,0.99925,19494.03
hyperliquid,@166,1754007043329000,1754007043695453,17676.85,0.99956,0.99918,257.42
hyperliquid,@166,1754007044919000,1754007045257810,359,0.99952,0.99921,310.56
hyperliquid,@166,1754007046010000,1754007046307317,359,0.99952,0.99921,289.77
hyperliquid,@166,1754007046708000,1754007047085848,359,0.99952,0.99919,14793.62
hyperliquid,@166,1754007047176000,1754007047425918,359,0.99952,0.99918,1057.42
hyperliquid,@166,1754007047627000,1754007047999498,359,0.9995,0.99921,359
hyperliquid,@166,1754007048187000,1754007048549464,359,0.9995,0.99918,227.94
hyperliquid,@166,1754007048766000,1754007049038373,359,0.9995,0.99921,100
hyperliquid,@166,1754007049280000,1754007049561888,47452.66,0.99949,0.99917,800
hyperliquid,@166,1754007049816000,1754007050047642,47652.66,0.99949,0.99915,11609
hyperliquid,@166,1754007050977000,1754007051230392,359,0.99947,0.99917,359
hyperliquid,@166,1754007051544000,1754007052048207,359,0.99947,0.99917,459
hyperliquid,@166,1754007052687000,1754007052961483,47452.66,0.99946,0.99917,459
hyperliquid,@166,1754007053257000,1754007053613597,47652.66,0.99946,0.99917,359
hyperliquid,@166,1754007053783000,1754007054090727,47652.66,0.99946,0.99917,338.63
hyperliquid,@166,1754007055942000,1754007056363351,48011.66,0.99946,0.99917,338.63
hyperliquid,@166,1754007065144000,1754007065410741,48011.66,0.99946,0.99916,290.42
hyperliquid,@166,1754007065738000,1754007066100109,48011.66,0.99946,0.99916,208.98
hyperliquid,@166,1754007068531000,1754007068826296,48011.66,0.99946,0.99916,188.62
hyperliquid,@166,1754007073989000,1754007074273369,48011.66,0.99946,0.99918,5004.1
hyperliquid,@166,1754007075066000,1754007075478461,48011.66,0.99946,0.99915,9883.03
hyperliquid,@166,1754007075466000,1754007075904450,48011.66,0.99946,0.99918,100
hyperliquid,@166,1754007075972000,1754007076215243,48011.66,0.99946,0.99915,3459.12
hyperliquid,@166,1754007076584000,1754007076984807,48011.66,0.99946,0.99915,3438.33
hyperliquid,@166,1754007077201000,1754007077650941,48011.66,0.99946,0.99915,14688.33
hyperliquid,@166,1754007078126000,1754007078564948,48011.66,0.99946,0.9991,3246.49
hyperliquid,@166,1754007079173000,1754007079529601,359,0.99945,0.99907,148.67
hyperliquid,@166,1754007079770000,1754007079985583,359,0.99945,0.99907,948.67
hyperliquid,@166,1754007080271000,1754007080460930,47452.66,0.99944,0.99905,157716.16
hyperliquid,@166,1754007080812000,1754007081348826,47652.66,0.99944,0.99906,15011.33
hyperliquid,@166,1754007081955000,1754007082256066,359,0.9994,0.9991,359
hyperliquid,@166,1754007083591000,1754007083900881,359,0.9994,0.9991,318.28
hyperliquid,@166,1754007084103000,1754007084388191,47652.66,0.99939,0.9991,318.28
hyperliquid,@166,1754007085125000,1754007085448869,47652.66,0.99939,0.9991,114.7
hyperliquid,@166,1754007087331000,1754007087522123,48011.66,0.99939,0.9991,114.7
hyperliquid,@166,1754007090100000,1754007090485173,48011.66,0.99939,0.99909,107.47
hyperliquid,@166,1754007090621000,1754007090922235,48011.66,0.99939,0.99909,26.09
hyperliquid,@166,1754007091697000,1754007092096686,48011.66,0.99939,0.99908,344.4
hyperliquid,@166,1754007093300000,1754007093680581,48011.66,0.99939,0.99906,1048.44
hyperliquid,@166,1754007093950000,1754007094222754,48011.66,0.99939,0.99906,248.44
hyperliquid,@166,1754007094414000,1754007094714331,359,0.99937,0.99908,359
hyperliquid,@166,1754007094960000,1754007095150382,47652.66,0.99936,0.99908,359
hyperliquid,@166,1754007103107000,1754007103512279,47652.66,0.99936,0.9991,5004.5
hyperliquid,@166,1754007106360000,1754007106581749,47652.66,0.99936,0.9991,4946.86
hyperliquid,@166,1754007113623000,1754007113754439,47652.66,0.99936,0.9991,4910.02
hyperliquid,@166,1754007114213000,1754007114621797,47652.66,0.99936,0.9991,3690.06
hyperliquid,@166,1754007115212000,1754007115717028,47652.66,0.99936,0.9991,3601.1
hyperliquid,@166,1754007116869000,1754007117313857,47652.66,0.99936,0.99909,263.67
hyperliquid,@166,1754007117946000,1754007118246076,47652.66,0.99936,0.99905,154713.28
hyperliquid,@166,1754007119084000,1754007119414320,47652.66,0.99936,0.99905,151166.97
hyperliquid,@166,1754007119604000,1754007119818757,47652.66,0.99936,0.99905,145489.69
hyperliquid,@166,1754007120154000,1754007120568040,47652.66,0.99936,0.99905,126939.04
hyperliquid,@166,1754007120721000,1754007121129075,359,0.99935,0.99906,359
hyperliquid,@166,1754007121914000,1754007122490460,62464.59,0.99934,0.99906,359
hyperliquid,@166,1754007125085000,1754007125405702,62664.59,0.99934,0.99906,359
hyperliquid,@166,1754007126706000,1754007127024880,62664.59,0.99934,0.99906,270.11
hyperliquid,@166,1754007127214000,1754007127717873,62664.59,0.99934,0.99906,249.77
hyperliquid,@166,1754007131018000,1754007131423858,62664.59,0.99934,0.99906,46.47
hyperliquid,@166,1754007132633000,1754007132938686,62664.59,0.99934,0.99905,127263.2
hyperliquid,@166,1754007133883000,1754007134414647,62664.59,0.99934,0.99905,126978.64
hyperliquid,@166,1754007134830000,1754007135101622,62664.59,0.99934,0.99905,116136.93
hyperliquid,@166,1754007136043000,1754007136549151,62664.59,0.99934,0.99905,106964.1
hyperliquid,@166,1754007137228000,1754007138113420,63023.59,0.99934,0.99905,68000.37
hyperliquid,@166,1754007142575000,1754007142857440,63023.59,0.99934,0.99905,61513.28
hyperliquid,@166,1754007144367000,1754007144619488,63023.59,0.99934,0.99905,58269.74
hyperliquid,@166,1754007145293000,1754007145559680,63023.59,0.99934,0.99905,55837.44
hyperliquid,@166,1754007152694000,1754007152873225,63023.59,0.99934,0.99905,55653.48
hyperliquid,@166,1754007157651000,1754007157901770,63023.59,0.99934,0.99905,54031.43
hyperliquid,@166,1754007158220000,1754007158517979,63023.59,0.99934,0.99905,4195.48
hyperliquid,@166,1754007159925000,1754007160487375,63023.59,0.99934,0.99905,2575.27
hyperliquid,@166,1754007160965000,1754007161455123,63023.59,0.99934,0.99899,628.78
hyperliquid,@166,1754007161986000,1754007162199729,63023.59,0.99934,0.99905,38118.44
hyperliquid,@166,1754007162560000,1754007163138280,63023.59,0.99934,0.99905,36497.87
hyperliquid,@166,1754007163021000,1754007163413393,63023.59,0.99934,0.99905,36092.72
hyperliquid,@166,1754007164689000,1754007165055157,63023.59,0.99934,0.99905,36451.72
hyperliquid,@166,1754007166333000,1754007166697040,63023.59,0.99934,0.99905,36430.93
hyperliquid,@166,1754007167429000,1754007168140709,63023.59,0.99934,0.99905,36247.34
hyperliquid,@166,1754007173989000,1754007174329550,63023.59,0.99934,0.99905,35436.49
hyperliquid,@166,1754007174516000,1754007174889646,63023.59,0.99934,0.99905,35233.65
hyperliquid,@166,1754007181638000,1754007181916355,63023.59,0.99934,0.99905,34423.1
hyperliquid,@166,1754007183325000,1754007183709484,63023.59,0.99934,0.99905,34239.55
hyperliquid,@166,1754007186149000,1754007186768041,63023.59,0.99934,0.99905,34036.85
hyperliquid,@166,1754007196640000,1754007196946746,63023.59,0.99934,0.99905,34016.06
hyperliquid,@166,1754007222644000,1754007223057833,26603.98,0.99934,0.99905,34016.06
hyperliquid,@166,1754007226009000,1754007226487180,26603.98,0.99934,0.99905,33995.27
hyperliquid,@166,1754007232464000,1754007232651456,26603.98,0.99934,0.99905,33954.66
hyperliquid,@166,1754007244933000,1754007245271462,26603.98,0.99934,0.99905,22024.3
hyperliquid,@166,1754007247246000,1754007247639129,26603.98,0.99934,0.99905,21821.7
hyperliquid,@166,1754007255100000,1754007255429380,26603.98,0.99934,0.99905,21011.98
hyperliquid,@166,1754007256263000,1754007256500105,26603.98,0.99934,0.99905,20991.19
hyperliquid,@166,1754007257349000,1754007257576454,26603.98,0.99934,0.99905,11367.19
hyperliquid,@166,1754007258967000,1754007259383692,26603.98,0.99934,0.99905,11326.62
hyperliquid,@166,1754007261712000,1754007262017157,26603.98,0.99934,0.99905,11124.06
hyperliquid,@166,1754007265138000,1754007265468208,26603.98,0.99934,0.99905,3349.69
hyperliquid,@166,1754007267335000,1754007267637872,26603.98,0.99934,0.99905,1652.02
hyperliquid,@166,1754007269455000,1754007269767217,26603.98,0.99934,0.999,199.87
hyperliquid,@166,1754007270554000,1754007271064529,26603.98,0.99934,0.99901,15012.46
hyperliquid,@166,1754007271211000,1754007271548817,26603.98,0.99934,0.99902,12584.58
hyperliquid,@166,1754007271771000,1754007272229997,359,0.99932,0.99903,15371.38
hyperliquid,@166,1754007273446000,1754007273860791,26046.07,0.99931,0.99903,15371.38
hyperliquid,@166,1754007274060000,1754007274351069,200,0.99931,0.99903,15371.38
hyperliquid,@166,1754007275184000,1754007275458259,200,0.99931,0.99903,15168.84
hyperliquid,@166,1754007277869000,1754007278239331,200,0.99931,0.99903,14966.33
hyperliquid,@166,1754007278922000,1754007279145419,200,0.99931,0.99903,4448.44
hyperliquid,@166,1754007280092000,1754007280553621,200,0.99931,0.99903,2830.26
hyperliquid,@166,1754007281889000,1754007282123235,200,0.99931,0.99903,808.2
hyperliquid,@166,1754007284619000,1754007284954230,200,0.99931,0.99849,229.77
hyperliquid,@166,1754007285645000,1754007285832607,7066.72,0.9993,0.99904,7948.51
hyperliquid,@166,1754007286180000,1754007286452034,7066.72,0.9993,0.99904,7523.53
hyperliquid,@166,1754007286802000,1754007287154621,7066.72,0.99929,0.99905,7948.87
hyperliquid,@166,1754007287337000,1754007287807938,359,0.99906,0.99905,7948.87
hyperliquid,@166,1754007287852000,1754007288081929,7850.7,0.99906,0.99905,7948.87
hyperliquid,@166,1754007288423000,1754007288839866,8050.7,0.99906,0.99905,7948.87
hyperliquid,@166,1754007289608000,1754007289911299,8050.7,0.99906,0.99905,7314.19
hyperliquid,@166,1754007290146000,1754007290405804,8050.7,0.99906,0.99905,2869.02
hyperliquid,@166,1754007291823000,1754007292117486,188.99,0.9992,0.99905,2869.02
hyperliquid,@166,1754007294150000,1754007294547046,188.99,0.9992,0.99905,846.86
hyperliquid,@166,1754007297713000,1754007298105717,43721.84,0.99919,0.99905,846.86
hyperliquid,@166,1754007301110000,1754007301499439,43721.84,0.99919,0.99905,39.26
hyperliquid,@166,1754007310983000,1754007311270837,41248.63,0.99919,0.99905,39.26
hyperliquid,@166,1754007311594000,1754007311986844,33830.85,0.99919,0.99895,308.17
hyperliquid,@166,1754007312170000,1754007312481580,33830.85,0.99919,0.99897,359
hyperliquid,@166,1754007316104000,1754007316426768,33830.85,0.99919,0.99897,338.21
hyperliquid,@166,1754007323813000,1754007324386691,33830.85,0.99919,0.99895,5.38
hyperliquid,@166,1754007345121000,1754007345419564,33526.3,0.99919,0.99895,5.38
hyperliquid,@166,1754007346282000,1754007346615845,33526.3,0.99919,0.99894,343.59
hyperliquid,@166,1754007372824000,1754007373098339,33526.3,0.99919,0.99893,352.59
hyperliquid,@166,1754007375423000,1754007375658556,33526.3,0.99919,0.99884,348.22
hyperliquid,@166,1754007376586000,1754007376898707,33526.3,0.99919,0.99884,327.43
hyperliquid,@166,1754007377022000,1754007377368409,359,0.99916,0.99887,359
hyperliquid,@166,1754007377536000,1754007377901438,359,0.99916,0.99888,15014.78
hyperliquid,@166,1754007379180000,1754007379496936,27939.75,0.99915,0.99888,15014.78
hyperliquid,@166,1754007380402000,1754007380673850,28139.75,0.99915,0.99888,15014.78
hyperliquid,@166,1754007406109000,1754007406419715,28139.75,0.99915,0.99888,14993.99
hyperliquid,@166,1754007406617000,1754007407046681,1999.3,0.99914,0.99888,14993.99
hyperliquid,@166,1754007407658000,1754007407916790,19068.1,0.99913,0.99888,14993.99
hyperliquid,@166,1754007408884000,1754007409360871,19268.1,0.99913,0.99888,14993.99
hyperliquid,@166,1754007410000000,1754007410400724,12732.56,0.99913,0.99888,14993.99
hyperliquid,@166,1754007410611000,1754007410900228,12396.46,0.99913,0.99888,14993.99
hyperliquid,@166,1754007411628000,1754007411902259,11517.05,0.99913,0.99888,14993.99
hyperliquid,@166,1754007412803000,1754007413061071,1999.3,0.99912,0.99888,14993.99
hyperliquid,@166,1754007413313000,1754007413665442,17274.24,0.99911,0.99888,14993.99
hyperliquid,@166,1754007418754000,1754007418944918,1999.3,0.9991,0.99888,14993.99
hyperliquid,@166,1754007419222000,1754007419442691,16168.81,0.99909,0.99888,14993.99
hyperliquid,@166,1754007419782000,1754007420320367,200,0.99909,0.99888,14993.99
hyperliquid,@166,1754007425295000,1754007425703273,229.07,0.99918,0.99888,14993.99
hyperliquid,@166,1754007427831000,1754007428172453,14.72,0.99922,0.99888,14993.99
hyperliquid,@166,1754007428537000,1754007428939871,171.19,0.99923,0.99888,14993.99
hyperliquid,@166,1754007428950000,1754007429249341,1999.3,0.99908,0.99888,14993.99
hyperliquid,@166,1754007429543000,1754007430060048,1175.61,0.99908,0.99888,14993.99
hyperliquid,@166,1754007430679000,1754007430888783,57.91,0.99924,0.99888,14993.99
hyperliquid,@166,1754007432287000,1754007432632864,26337.71,0.99917,0.99888,14993.99
hyperliquid,@166,1754007433918000,1754007434243667,26091.66,0.99917,0.99888,14993.99
hyperliquid,@166,1754007434380000,1754007434870683,200,0.99908,0.99888,14993.99
hyperliquid,@166,1754007435846000,1754007436099767,26089.09,0.99917,0.99888,14993.99
hyperliquid,@166,1754007436469000,1754007436834303,24961.2,0.99917,0.99888,14973.2
hyperliquid,@166,1754007438148000,1754007438729046,24725.45,0.99917,0.99888,14973.2
hyperliquid,@166,1754007438582000,1754007438837061,24522.66,0.99917,0.99888,14973.2
hyperliquid,@166,1754007440209000,1754007440501452,200,0.99907,0.99888,14973.2
hyperliquid,@166,1754007441353000,1754007441696104,12.45,0.99907,0.99888,14973.2
hyperliquid,@166,1754007442410000,1754007442746610,50008.79,0.99898,0.99888,14973.2
hyperliquid,@166,1754007442967000,1754007443261130,49821.24,0.99898,0.99888,14973.2
hyperliquid,@166,1754007443529000,1754007443960712,49818.39,0.99898,0.99888,14973.2
hyperliquid,@166,1754007444180000,1754007444566775,49026.09,0.99898,0.99888,14973.2
hyperliquid,@166,1754007445257000,1754007445709950,1175.73,0.99897,0.99888,14973.2
hyperliquid,@166,1754007446767000,1754007447214554,922.83,0.99897,0.99888,14973.2
hyperliquid,@166,1754007449489000,1754007449667835,91.95,0.99897,0.99888,14973.2
hyperliquid,@166,1754007452123000,1754007452420553,8080.95,0.99917,0.99888,14973.2
hyperliquid,@166,1754007452658000,1754007452939161,197.82,0.99931,0.99888,14973.2
hyperliquid,@166,1754007453173000,1754007453515901,105.73,0.9993,0.99888,14973.2
hyperliquid,@166,1754007453867000,1754007454083312,498.08,0.99944,0.99888,14973.2
hyperliquid,@166,1754007454927000,1754007455304009,200,0.9993,0.99888,14973.2
hyperliquid,@166,1754007458094000,1754007458514127,494.98,0.99944,0.99888,14973.2
hyperliquid,@166,1754007459192000,1754007459439475,359,0.99924,0.99894,359
hyperliquid,@166,1754007459721000,1754007460084536,359,0.99924,0.99895,15013.65
hyperliquid,@166,1754007460304000,1754007460813131,359,0.99924,0.99896,14972.08
hyperliquid,@166,1754007460768000,1754007460984098,359,0.99924,0.99897,14972
hyperliquid,@166,1754007461285000,1754007461521068,122.09,0.99929,0.99898,14971.93
hyperliquid,@166,1754007462348000,1754007462722237,122.09,0.99929,0.99899,14971.48
hyperliquid,@166,1754007463961000,1754007464163284,122.09,0.99929,0.99899,15330.48
hyperliquid,@166,1754007464648000,1754007465070262,338.2,0.99933,0.99899,15330.48
hyperliquid,@166,1754007465166000,1754007465602296,232.62,0.99935,0.99899,15330.48
hyperliquid,@166,1754007465720000,1754007466171589,344.17,0.99936,0.99899,15330.48
hyperliquid,@166,1754007466203000,1754007466479037,41.58,0.99932,0.99899,15309.69
